id,Name,ReleaseDate,Director,Creator
1019544-spartacustt0068555,Khichdi The MovieSpartacusEverything You Always Wanted to Know About Sex * But Were Afraid to Ask,"01-Oct-10Oct 7, 1960 Wide31 January 1973 (West Germany)","Aatish KapadiaAnthony Mann,Stanley KubrickWoody Allen","J.D. MajethiaDalton TrumboDavid Reuben,Woody Allen"
guns_of_navaronett0067992,Benny And BablooThe Guns of NavaroneWilly Wonka & the Chocolate Factory,"01-Oct-10Jun 22, 1961 Wide30 June 1971 (USA)",Yunus SajawalJ. Lee ThompsonMel Stuart,"Umesh ChouhanAlistair MacLean,Carl ForemanRoald Dahl,Roald Dahl"
101_dalmatians_ii_patchs_london_adventurett0061852,Bachao Inside Bhoot Hai101 Dalmatians II: Patch's London AdventureThe Jungle Book,"08-Oct-10Jan 1, 2002 Wide7 December 1967 (Argentina)","Shyam RamsayBrian Smith (XV),Jim Kammerud,Brian SmithWolfgang Reitherman","Gul AchhraLarry Clemmons,Ralph Wright"
parent-trap-iitt0058331,Lava - KusaParent Trap IIMary Poppins,"08-Oct-10Jul 26, 1986 Wide11 September 1964 (Brazil)",Dhavala SatyamRonald F. MaxwellRobert Stevenson,"Rayudu V. ShashankStuart Krieger,Stu KriegerBill Walsh,Don DaGradi"
the_devils_handtt0120783,Dus TolaThe Devil's Hand (Where the Devil Hides)The Parent Trap,"22-Oct-10Oct 10, 2013 Limited29 July 1998 (USA)",Ajay VarmaChristian E. ChristiansenNancy Meyers,"Kunwar Pragy Arya,Sanjay BhattacharjeeErich Kästner,David Swift"
hustlerstt0065063,Maalik EkHustlersTake the Money and Run,"29-Oct-10Jul 12, 2013 Limited10 July 1970 (Ireland)",Deepak Balraj VijWayne KramerWoody Allen,"Kishori ShahaneAdam MinarovichWoody Allen,Mickey Rose"
1015567-one_two_threett2978462,"Musaa - The Most WantedOne, Two, ThreeDolphin Tale 2","29-Oct-10Jan 1, 1961 Wide12 September 2014 (USA)",Himanshu BrahmbhattBilly WilderCharles Martin Smith,"Mahendra KatariyaI. A. L. Diamond,Billy Wilder,I.A.L. DiamondCharles Martin Smith,Karen Janszen"
mysterious_island_2011tt0477347,My Target IASMysterious IslandNight at the Museum,"18-Mar-11Jul 3, 2011 Wide22 December 2006 (USA)",Ajay SoodKai Cheung ChungShawn Levy,"Ajay SoodRobert Ben Garant,Thomas Lennon"
the_taking_of_pelham_one_two_threett0093818,NakshatraThe Taking of Pelham One Two ThreeRadio Days,"29-Oct-10Oct 2, 1974 Wide30 January 1987 (USA)",Mohan SavalkarJoseph SargentWoody Allen,Ravindra SinghPeter StoneWoody Allen
1014592-mysterious_islandtt1462769,Daayen Ya BaayenMysterious IslandThe Odd Life of Timothy Green,"29-Oct-10Aug 1, 1961 Wide15 August 2012 (USA)","Bela NegiCyril Endfield,Cy Endfield,Cy Raker EndfieldPeter Hedges","Sunil DoshiJohn Prebble,Dan Ullman,Crane WilburPeter Hedges,Ahmet Zappa"
misfitstt0363771,"A FlatThe MisfitsThe Chronicles of Narnia: The Lion, the Witch and the Wardrobe","12-Nov-10Feb 1, 1961 Wide9 December 2005 (USA)",Hemant MadhukarJohn HustonAndrew Adamson,"Anjum RizviArthur MillerAnn Peacock,Andrew Adamson"
the_pirates_band_of_misfitstt0099785,I AmThe Pirates! Band of MisfitsHome Alone,"29-Apr-11Apr 27, 2012 Wide16 November 1990 (USA)","OnirPeter Lord,Jeff NewittChris Columbus","Onir,Sanjay SuriGideon DefoeJohn Hughes"
1015944-parent_traptt1078912,Ramaa - The SaviourThe Parent TrapNight at the Museum: Battle of the Smithsonian,"12-Nov-10Jun 21, 1961 Wide22 May 2009 (USA)","Hadi AbrarDavid Swift (II),Brian Keith,Cathleen Nesbitt,Charles Ruggles,Hayley Mills,Joanna Barnes,Maureen O'Hara,Una Merkel,David SwiftShawn Levy","Abdul Aziz BarudgarErich Kästner,David Swift,Erich KaestnerRobert Ben Garant,Thomas Lennon"
hustlertt1313104,Shahrukh Bola Kubsoorat Hai TuThe HustlerThe Cove,"19-Nov-10Sep 25, 1961 Wide7 August 2009 (USA)",Makarand DeshpandeRobert RossenLouie Psihoyos,"Amarjeet SinghSidney Carroll,Robert RossenMark Monroe"
1193932-one_two_threett0367594,Diwangi Ne Had Kar DiOne Two ThreeCharlie and the Chocolate Factory,"19-Nov-10Mar 28, 2008 Limited15 July 2005 (USA)","Jiten PurohitAshwani Dheer,Ashwni Dhir,Ashwani DhirTim Burton","Jiten PurohitSumanta MukhopadyayRoald Dahl,John August"
1083414-parent_traptt0104431,Mere Gharib NawazThe Parent TrapHome Alone 2: Lost in New York,"19-Nov-10Jul 29, 1998 Wide20 November 1992 (USA)","Dhirendra AgarwalNancy Meyers,Charles ShyerChris Columbus","Mohammed Salim KhanNancy Meyers,David Swift,Charles ShyerJohn Hughes,John Hughes"
1074108-101_dalmatianstt0241527,Allah Ke Banday101 DalmatiansHarry Potter and the Sorcerer's Stone,"26-Nov-10Nov 29, 1996 Wide16 November 2001 (USA)",Faruk KabirStephen HerekChris Columbus,"Ravi WaliaDodie Smith,John HughesJ.K. Rowling,Steve Kloves"
101_dalmatianstt0113497,Phas Gaye Re Obama101 DalmatiansJumanji,"03-Dec-10Jan 25, 1961 Wide15 December 1995 (USA)","Subhash KapoorClyde Geronimi,Hamilton S. Luske,Wolfgang Reitherman,Hamilton LuskeJoe Johnston","Ashok PandeyBill PeetJonathan Hensleigh,Greg Taylor"
771321196tt0472181,MirchBack StreetThe Smurfs,"17-Dec-10Feb 7, 1941 Limited29 July 2011 (USA)",Vinay ShuklaRobert StevensonRaja Gosnell,"Bruce Mannning,Fannie HurstJ. David Stem,David N. Weiss"
back-street1932tt2017020,332 Mumbai to IndiaBack StreetThe Smurfs 2,"17-Dec-10Dec 30, 1932 Wide31 July 2013 (USA)",Mahesh PandeyJohn M. StahlRaja Gosnell,"Sangeeth Sivan, Gladys Lehman,Lynn StarlingJ. David Stem,David N. Weiss"
exilstt0377981,PaybackExilsGnomeo & Juliet,"17-Dec-10May 19, 2004 Limited11 February 2011 (USA)",Sachin P. KarandeTony GatlifKelly Asbury,"Sarosh KhanTony GatlifRob Sprackling,John R. Smith"
1084881-lolitatt0164912,KaaloLolitaStuart Little,"17-Dec-10Sep 27, 1997 Wide17 December 1999 (USA)",Wilson LouisAdrian LyneRob Minkoff,"Yash Patnaik,Mamta PatnaikStephen SchiffE.B. White,M. Night Shyamalan"
back_streettt0952640,Isi Life Mein...!Back StreetAlvin and the Chipmunks,"24-Dec-10Oct 11, 1961 Wide14 December 2007 (USA)",Vidhi KasliwalDavid MillerTim Hill,"Ajit Kumar Barjatya,Kamal Kumar Barjatya,Rajkumar Barjatya, Eleanore Griffin,Fannie Hurst,William LudwigJon Vitti,Will McRobb"
edgar-allan-poes-the-pit-and-the-pendulumtt1231580,Ada....A Way of lifeThe Pit and the PendulumAlvin and the Chipmunks: The Squeakquel,"31-Dec-10Apr 24, 2009 Wide23 December 2009 (USA)","Tanvir AhmadDavid DeCoteau,David De CoteauBetty Thomas","Kazaan AhmedSimon SavoryJon Vitti,Jonathan Aibel"
1012611-lolitatt0455499,Bhoot And FriendsLolitaGarfield: A Tail of Two Kitties,"31-Dec-10Jun 13, 1962 Wide16 June 2006 (USA)",Kittu SalujaStanley KubrickTim Hill,"Aneesh Arjun DevJames B. Harris,Stanley Kubrick,Vladimir NabokovJoel Cohen,Alec Sokolow"
1031984-pit_and_the_pendulumtt1411704,Don't Break My Heart - Her StoryThe Pit and the PendulumHop,"12-Feb-10Aug 5, 1961 Wide1 April 2011 (USA)",Trilok ChaudharyStuart GordonTim Hill,"Sunil Khosla, Dennis PaoliCinco Paul,Ken Daurio"
japans_longest_daytt0243585,KushtiJapan's Longest DayStuart Little 2,"14-May-10Mar 26, 1968 Wide19 July 2002 (USA)",T.K. Rajiv KumarKihachi OkamotoRob Minkoff,"Shinobu HashimotoE.B. White,Douglas Wick"
ada_1961tt0356634,...And Once AgainAdaGarfield,"20-Aug-10Aug 25, 1961 Wide11 June 2004 (USA)",Amol PalekarDaniel MannPeter Hewitt,"Jim Davis,Joel Cohen"
rubble_kingstt0108525,Shirin Farhad Ki Toh Nikal PadiRubble KingsWayne's World 2,"24-Aug-12Jun 19, 2015 Limited10 December 1993 (USA)",Bela SehgalShan NicholsonStephen Surjik,"Sunil Lulla,Sanjay Leela BhansaliMike Myers,Mike Myers"
the_age_of_adalinett0158983,Ramayana The EpicThe Age of AdalineSouth Park: Bigger Longer & Uncut,"15-Oct-10Apr 24, 2015 Wide30 June 1999 (USA)",Chetan DesaiLee Toland KriegerTrey Parker,"Deepa SahiSalvador Paskowitz,Allison Burnett,J. Mills GoodloeTrey Parker,Matt Stone"
the-innocents2000tt0066808,Chehra - The Unknown MaskThe InnocentsBananas,"26-Apr-13Jan 1, 2000 Wide19 July 1971 (Sweden)",Deepak K. BajajKatherine GriffinWoody Allen,"Veena Bajaj,Deepak K. BajajKatherine GriffinWoody Allen,Mickey Rose"
adam_sandlers_eight_crazy_nightstt0196229,Dunno Y Na Jaane KyunAdam Sandler's Eight Crazy NightsZoolander,"12-Nov-10Nov 27, 2002 Wide28 September 2001 (USA)",Sanjay SharmaSeth KearsleyBen Stiller,"K.C. SharmaAdam Sandler,Brooks Arthur,Allen Covert,Brad IsaacsDrake Sather,Ben Stiller"
1003492-cape_feartt0109040,Barood - The Fire A Love StoryCape FearAce Ventura: Pet Detective,"12-Nov-10Apr 18, 1962 Wide4 February 1994 (USA)",Jagdish C. PandeyJ. Lee ThompsonTom Shadyac,"Sadhan Kumar Das,Ullhas MhatreJames R. WebbJack Bernstein,Jack Bernstein"
longest_daytt0145660,Azaan - The Awakening CallThe Longest DayAustin Powers: The Spy Who Shagged Me,"19-Nov-10Jun 1, 1962 Wide11 June 1999 (USA)","Chandramohan Nillay,Rashid Damohi,Suraj SaxenaKen Annakin,Andrew Marton,Gerd Oswald,Bernhard Wicki,Darryl F. ZanuckJay Roach","Anil Goyal,Rashid Damohi,Suraj SaxenaCornelius Ryan,Jack Seddon,Romain Gary,David Pursall,James JonesMike Myers,Michael McCullers"
1099622-innocentstt0105793,Aasma - The Sky Is the LimitThe InnocentsWayne's World,"23-Jan-09Dec 25, 1961 Limited14 February 1992 (USA)",Rohit NayyarJack ClaytonPenelope Spheeris,"Ram Kishor SaxenaHenry James,John Mortimer,William Archibald,Truman CapoteMike Myers,Mike Myers"
1037581-cape_feartt0372588,TapishCape FearTeam America: World Police,"01-Sep-00Nov 13, 1991 Wide15 October 2004 (USA)",Jay PrakashMartin ScorseseTrey Parker,"Yatinder SinghalWesley StrickTrey Parker,Matt Stone"
1016369-pit_and_the_pendulumtt0112281,Tune Mera Dil Le LiyaaPit and the Pendulum (The Pit and the Pendulum)Ace Ventura: When Nature Calls,"23-Feb-00Aug 12, 1961 Wide10 November 1995 (USA)",Bhaarat B. BhallaRoger CormanSteve Oedekerk,"Bhaarat B. BhallaRichard MathesonJack Bernstein,Steve Oedekerk"
the_lord_of_the_rings_the_return_of_the_kingtt0462538,Woh Bewafa ThiThe Lord of the Rings: The Return of the KingThe Simpsons Movie,"28-Jul-00Dec 17, 2003 Wide27 July 2007 (USA)",Peter JacksonDavid Silverman,"Fran Walsh,Philippa Boyens,Peter Jackson,Stephen SinclairJames L. Brooks,Matt Groening"
mistytt0212338,Aashiqui 2MistyMeet the Parents,"26-Apr-13Jun 4, 1961 Wide6 October 2000 (USA)",Mohit SuriJames B. ClarkJay Roach,"Bhushan Kumar,Krishan Kumar,Mukesh BhattTed SherdemanGreg Glienna,Mary Ruth Clarke"
el-cid-la-leyenda-el-cid-the-legendtt0443453,Jolly LLBEl Cid: La Leyenda (El Cid: The Legend)Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"15-Mar-13Dec 19, 2003 Wide3 November 2006 (USA)",Subhash KapoorJose PozoLarry Charles,"Sacha Baron Cohen,Anthony Hines"
exiledtt0295178,Biwi No.1Fong juk (Exiled)Austin Powers in Goldmember,"28-May-99Sep 6, 2006 Wide26 July 2002 (USA)",David DhawanJohnnie ToJay Roach,"Vashu BhagnaniSzeto Kam Yuen,Yip Tin Shing,Sze-to Kam-yun,Milkyway Creative Team,Yip Tin-singMike Myers,Michael McCullers"
el_cidtt3529198,Hum Saath Saath HainEl CidMy Little Pony: Equestria Girls - Rainbow Rocks,"05-Nov-99Dec 14, 1961 Wide27 September 2014 (USA)","Sooraj BarjatyaAnthony MannJayson Thiessen,Ishi Rudell","Rajkumar Barjatya,Kamal Kumar Barjatya,Ajit Kumar Barjatya, Fredric M. Frank,Philip Yordan,Diego FabbriLauren Faust,Meghan McCarthy"
long_days_journey_into_night_1987tt2908228,Kaashh....Mere HoteLong Day's Journey into NightMy Little Pony: Equestria Girls,"09-Jan-09Apr 13, 1987 Wide24 August 2013 (Australia)","B.H. Tharun KumarJonathan MillerJayson Thiessen,Noelle Benvenuti","Shravan RathodMeghan McCarthy,Lauren Faust"
bon-voyagett4131800,VictoryBon VoyageMy Little Pony,"30-Jan-09Jun 14, 2006 Wide2017 (USA)",Ajit Pal MangatAlfred HitchcockJayson Thiessen,"Ajit Pal MangatLauren Faust,Meghan McCarthy"
1002877-bon_voyagett0070707,AatmaBon Voyage!Sleeper,"22-Mar-13May 17, 1962 Wide17 December 1973 (USA)",Suparn VermaJames NeilsonWoody Allen,"Abhishek Pathak,Kumar MangatBill WalshWoody Allen,Marshall Brickman"
clifford_the_big_red_dogtt0084329,Chal Chala ChalClifford the Big Red DogA Midsummer Night's Sex Comedy,"06-Feb-09Dec 31, 2016 Wide16 July 1982 (USA)",T.K. Rajiv KumarDavid BowersWoody Allen,"G.P. Vijayakumar,Manna Shetty,Dharmesh RajkotiaNorman BridwellWoody Allen"
1002343-big_redtt0423294,Mere Khwabon Mein Jo AayeBig RedSurf's Up,"06-Feb-09Jun 6, 1962 Wide8 June 2007 (USA)","Madhureeta AnandNorman TokarAsh Brannon,Chris Buck","Sanjeev K. Bijli,Ajay BijliLouis PelletierDon Rhymer,Ash Brannon"
1001904-beauty_and_the_beasttt0081554,JugaadBeauty and the BeastStardust Memories,"13-Feb-09Apr 1, 1987 Wide26 September 1980 (USA)",Anand KumarEugene MarnerWoody Allen,"Sandeep Kapoor,Priya KapoorWoody Allen"
771412920tt0086637,The Stoneman MurdersBeauty and the BeastZelig,"13-Feb-09Mar 17, 2017 Wide15 July 1983 (USA)",Manish GuptaBill CondonWoody Allen,"Sheetal Vinod Talwar,Bobby BediLinda Woolverton,Jeanne-Marie Leprince de Beaumont,Stephen Chbosky,Evan Spiliotopoulos,Steve ChboskyWoody Allen"
bon_voyage_2004tt0087003,Kisse Pyaar KaroonBon VoyageBroadway Danny Rose,"27-Feb-09Mar 19, 2004 Limited27 January 1984 (USA)",Ajay ChandhokJean-Paul RappeneauWoody Allen,"Bala KumarJean-Paul Rappeneau,Gilles Marhand,Patrick Modiano,Julien Rappeneau,Jerome TonnerreWoody Allen"
soldier_in_the_raintt0339291,Siddharth - The PrisonerSoldier in the RainLemony Snicket's A Series of Unfortunate Events,"27-Feb-09Oct 27, 1963 Wide17 December 2004 (USA)","Pryas GuptaHiroshi Negishi,Ralph NelsonBrad Silberling","Maurice Richlin,Blake EdwardsRobert Gordon,Daniel Handler"
great_escape_2_the_the_untold_storytt0102057,The Hero - AbhimanyuThe Great Escape II: The Untold StoryHook,"27-Feb-09Jun 1, 1988 Wide11 December 1991 (USA)","Santosh MishraJudd Taylor,Paul Wendkos,Jud TaylorSteven Spielberg","S.R. ChoudharyJ.M. Barrie,J.M. Barrie"
great_escapett0416236,ChhutankiThe Great EscapeThe Spiderwick Chronicles,"05-Aug-11Jul 4, 1963 Wide14 February 2008 (USA)",Pankaj SharmaJohn SturgesMark Waters,"Pankaj SharmaJames Clavell,W.R. BurnettKarey Kirkpatrick,David Berenbaum"
the_diary_of_a_teenage_girltt0118617,Karma Aur HoliThe Diary Of A Teenage GirlAnastasia,"06-Mar-09Aug 7, 2015 Limited21 November 1997 (USA)","Manish GuptaMarielle HellerDon Bluth,Gary Goldman","Drena De Niro,Prashant ShahPhoebe Gloekner,Phoebe Gloeckner,Marielle HellerSusan Gauthier,Bruce Graham"
beauty_and_the_beast_1991tt0396752,Barah AanaBeauty and the BeastNanny McPhee,"20-Mar-09Jan 13, 2012 Wide27 January 2006 (USA)",Raja Krishna MenonGary TrousdaleKirk Jones,"Raja Krishna Menon,Raj Yerasi,Giulia AchilliEmma Thompson,Christianna Brand"
me_and_earl_and_the_dying_girltt0247638,Key ClubMe and Earl and the Dying GirlThe Princess Diaries,"06-Mar-09Jun 12, 2015 Limited3 August 2001 (USA)",Aqil A. R. HashmiAlfonso Gomez-RejonGarry Marshall,"Aqil A. R. HashmiJesse AndrewsMeg Cabot,Gina Wendkos"
kings_of_the_suntt0486655,LotteryKings of the SunStardust,"27-Mar-09Dec 18, 1963 Wide10 August 2007 (USA)",Hemant PrabhuJ. Lee ThompsonMatthew Vaughn,"Govind SatnaamElliott Arnold,James R. WebbJane Goldman,Matthew Vaughn"
the_intruder_1962tt0327679,RoohThe IntruderElla Enchanted,"20-Mar-09May 14, 1962 Limited9 April 2004 (USA)",Sanjay KhandelwalRoger CormanTommy O'Haver,"Kumaar Aadarsh,Sanjay KhandelwalCharles BeaumontLaurie Craig,Karen McCullah"
1010174-hudtt0046183,Jai Jagdambey MaaHudPeter Pan,"27-Mar-09May 29, 1963 Wide5 February 1953 (USA)","Jagdish ThanwarMartin RittClyde Geronimi,Wilfred Jackson","Jagdish ThanwarHarriet Frank Jr. / Irving Ravetch,Irving RavetchJ.M. Barrie,Ted Sears"
hudson_hawktt0452598,Ek Se Bure DoHudson HawkCheaper by the Dozen 2,"10-Apr-09May 24, 1991 Limited21 December 2005 (USA)",Tarique KhanMichael LehmannAdam Shankman,"Suresh BhagwatBruce Willis,Robert Kraft,Daniel Waters,Jeff Reno,Steven E. de SouzaSam Harper,Craig Titley"
1021067-terrortt1397514,Pal Pal Dil Ke SsaatTales of TerrorJourney 2: The Mysterious Island,"10-Apr-09Jul 4, 1962 Wide10 February 2012 (USA)",V.K. KumarRoger CormanBrad Peyton,"Edgar Allan Poe,Edgar Allan Poe IV,Richard MathesonBrian Gunn,Mark Gunn"
1012647-long_days_journey_into_nighttt1396218,Royal UtsavLong Day's Journey Into NightMr. Popper's Penguins,"10-Apr-09Jan 1, 1962 Wide17 June 2011 (USA)",Ravi K. PatwaSidney LumetMark Waters,"Anju R PatwaEugene O'NeillSean Anders,John Morris"
mean_girlstt0349205,Coffee HouseMean GirlsCheaper by the Dozen,"10-Apr-09Apr 30, 2004 Wide25 December 2003 (USA)","Gurbir S. GrewalMark Waters,Mark Waters (VIII)Shawn Levy","Kirshan Kumar,Sandeep Gupta,Mahim Mittal,Asit MittalTina FeyFrank B. Gilbreth Jr.,Ernestine Gilbreth Carey"
1127116-music_mantt0373051,Sadda AddaThe Music ManJourney to the Center of the Earth,"13-Jan-12Feb 16, 2003 Wide11 July 2008 (USA)",Muazzam BegJeff BlecknerEric Brevig,"Tarun R. Agarwal,Rajeev R. Agarwal,Ramesh AgarwalMichael D. Weiss,Jennifer Flackett"
1014453-music_mantt0762125,Tutiya DilThe Music ManPlanet 51,"13-Jan-12Jun 19, 1962 Wide20 November 2009 (USA)","Amit KhannaMorton DaCosta,Morton Da CostaJorge Blanco,Javier Abad","Kshitij ChaudharyMarion HargroveJavier Abad,Jorge Blanco"
hey_boo_harper_lee_and_to_kill_a_mockingbirdtt1273678,"Good Night Good MorningHey, Boo: Harper Lee and 'To Kill a Mockingbird'The Spy Next Door","20-Jan-12May 13, 2011 Limited15 January 2010 (USA)","Sudhish KamathMary Murphy,Mary McDonagh MurphyBrian Levant","Sudhish KamathMary McDonagh MurphyJonathan Bernstein,James Greer"
to_kill_a_mockingbirdtt1075417,Will You Marry Me?To Kill A MockingbirdRace to Witch Mountain,"02-Mar-12Dec 25, 1962 Wide13 March 2009 (USA)",Aaditya DattRobert MulliganAndy Fickman,"Vipin Jain,Krishan ChoudharyHorton FooteMatt Lopez,Mark Bomback"
charadestt0492956,Zindagi Tere NaamCharadesThe Game Plan,"16-Mar-12Oct 7, 1999 Wide28 September 2007 (USA)",Ashu TrikhaStephen EckelberryAndy Fickman,"Pawan GoyalNichole Millard,Kathryn Price"
1016338-pink_panthertt0395699,Say Yes To LoveThe Pink PantherThe Pacifier,"16-Mar-12Mar 20, 1963 Wide4 March 2005 (USA)",Mahrukh MirzaBlake EdwardsAdam Shankman,"Shamim KhanBlake Edwards,Maurice RichlinThomas Lennon,Robert Ben Garant"
pink_panther_2tt0499448,Akkad Bakkad Bambey BoPink Panther 2The Chronicles of Narnia: Prince Caspian,"16-Mar-12Feb 6, 2009 Wide16 May 2008 (USA)",Dweep Raj KochharHarald ZwartAndrew Adamson,"Dweep Raj KochharMike Weber,Scott Neustadter,Babaloo Mandel,Michael H. Weber,Steve MartinAndrew Adamson,Christopher Markus"
kyofu-joshikoko-boko-rinchi-kyoshitsu-terrifying-girls-high-school-lynch-law-classroomtt0114709,Love PossibleKyôfu joshikôkô: bôkô rinchi kyôshitsu (Terrifying Girls' High School: Lynch Law Classroom)Toy Story,"16-Mar-12Mar 31, 1973 Wide22 November 1995 (USA)",J.H. NakraNorifumi SuzukiJohn Lasseter,"J.H. NakraJohn Lasseter,Pete Docter"
pink_panthertt0088247,ChaurahenThe Pink PantherThe Terminator,"16-Mar-12Feb 10, 2006 Wide26 October 1984 (USA)","Rajshree OjhaDavid Silverman,Shawn LevyJames Cameron","Pramod OjhaLen Blum,Steve MartinJames Cameron,Gale Anne Hurd"
incredible_journeytt0080684,BumbooThe Incredible JourneyStar Wars: Episode V - The Empire Strikes Back,"30-Mar-12Oct 30, 1963 Wide20 June 1980 (USA)",Jagdish RajpurohitFletcher MarkleIrvin Kershner,"Sheila Burnford,James AlgarLeigh Brackett,Lawrence Kasdan"
i_am_big_bird_the_caroll_spinney_storytt0114148,Jhansi Ki Rani LaxmibaiI Am Big Bird: The Caroll Spinney StoryPocahontas,"30-Mar-12May 6, 2015 Wide23 June 1995 (USA)","Rajesh MittalChad N. Walker,Dave LaMattinaMike Gabriel,Eric Goldberg","Chandrahas Kuchya,Rajesh MittalDave LaMattinaCarl Binder,Susannah Grant"
homeward_bound_the_incredible_journeytt0396555,Chhodo Kal Ki BaateinHomeward Bound - The Incredible JourneyMeet the Robinsons,"13-Apr-12Feb 3, 1993 Wide30 March 2007 (USA)",Pramod JoshiDuwayne DunhamStephen J. Anderson,"Balasaheb Bhapkar,Shashank BhapkarLinda Wolverton,Caroline Thompson,Linda WoolvertonJon Bernstein,Michelle Bochner Spitz"
1002448-birdstt0093773,Ab Hoga Dharna UnlimitedThe BirdsPredator,"13-Apr-12Mar 28, 1963 Wide12 June 1987 (USA)",Deepak TanwarAlfred HitchcockJohn McTiernan,"Deepak TanwarEvan HunterJim Thomas,John Thomas"
1003883-charadett0138074,Land Gold WomenCharadeSanta and the Ice Cream Bunny,"02-Dec-11Dec 5, 1963 Wide",Avantika HariStanley DonenR. Winer,"Vivek Agrawal,Avantika HariPeter Stone,Marc BehmHans Christian Andersen"
1097785-jason_and_the_argonautstt0089853,Life Ki Toh Lag GayiJason and the ArgonautsThe Purple Rose of Cairo,"27-Apr-12May 7, 2000 Wide9 May 1985 (Australia)",Rakesh MehtaNick WillingWoody Allen,"Rakesh Mehta, Woody Allen"
1010939-jason_and_the_argonautstt0097123,FatsoJason and the ArgonautsCrimes and Misdemeanors,"04-May-12Jun 19, 1963 Limited13 October 1989 (USA)",Rajat KapoorDon ChaffeyWoody Allen,"Fauzia Arshi,Santosh BhartiyaApollonious Rhodios,Beverley Cross,Jan ReadWoody Allen"
summer_magictt0074657,Mr. Bhatti On ChuttiSummer MagicHugo the Hippo,"18-May-12Jul 7, 1963 WideJanuary 1976 (USA)",Karan RazdanJames NeilsonBill Feigenbaum,"Ashwani Chopra,Gian KharaudSally BensonBill Feigenbaum,Thomas Baum"
mistress_americatt4009460,Phir Aik SaazishMistress AmericaSaving Christmas,"20-Jan-12Aug 14, 2015 Limited14 November 2014 (USA)",Shyam ShahNoah BaumbachDarren Doane,"Jitendra Modi,Pravin ChudasamaNoah Baumbach,Greta GerwigDarren Doane,Cheston Hervey"
american_ultratt0369441,Sweet LoveAmerican UltraFun with Dick and Jane,"20-Jan-12Aug 21, 2015 Limited21 December 2005 (USA)",Prasun BanerjeeNima NourizadehDean Parisot,"Prasun BanerjeeMax LandisJudd Apatow,Nicholas Stoller"
american_piett1068680,Mission 11 JulyAmerican PieYes Man,"15-Jan-10Jul 9, 1999 Wide19 December 2008 (USA)","Vinod R. ThakurChris Weitz,Paul WeitzPeyton Reed","Manoj B. JangidAdam HerzNicholas Stoller,Jarrad Paul"
goto_lile_damourtt0315327,"The HangmanGoto, l'île d'amour, (Goto, Island of Love)Bruce Almighty","05-Feb-10Sep 26, 1969 Wide23 May 2003 (USA)",Vishal BhandariWalerian BorowczykTom Shadyac,"Bipen PatelSteve Koren,Mark O'Keefe"
casualties_of_love_the_long_island_lolita_storytt0109686,The ForestCasualties of Love: The Long Island Lolita StoryDumb & Dumber,"11-May-12Jan 3, 1993 Wide16 December 1994 (USA)","Ashvin KumarJohn HerzfeldPeter Farrelly,Bobby Farrelly","Ashvin Kumar,Judith JamesPeter Farrelly,Bennett Yellin"
